Time,Temperature,Humidity,Pressure,SoundLvL
1716889390612360168,22.84,990.14,50.25,-78.75
1716889390718988813,22.84,990.14,50.26,-77.26
1716889390814992459,22.84,990.14,50.26,-81.51
1716889390921348761,22.84,990.14,50.25,-77.40
1716889391028748501,22.84,990.19,50.25,-80.11
1716889391113750271,22.84,990.16,50.25,-81.14
1716889391220372980,22.84,990.11,50.25,-81.11
1716889391316534594,22.84,990.17,50.25,-73.46
1716889391423025532,22.84,990.12,50.25,-71.27
1716889391519191365,22.84,990.14,50.25,-78.34
1716889391614975896,22.84,990.00,50.25,-81.43
1716889391721640063,22.83,990.16,50.26,-80.42
1716889391817810323,22.84,990.11,50.25,-79.29
1716889391913760011,22.84,990.20,50.24,-81.02
1716889392020319854,22.84,990.14,50.27,-74.40
1716889392116550011,22.84,990.12,50.26,-58.36
1716889392223034594,22.84,990.08,50.25,-65.69
1716889392308313188,22.83,990.16,50.26,-79.62
1716889392415059698,22.84,990.16,50.25,-81.53
1716889392521802250,22.83,990.10,50.26,-81.03
1716889392617683344,22.83,990.13,50.25,-79.81
1716889392713682875,22.83,990.10,50.25,-76.47
1716889392820469177,22.83,990.18,50.26,-79.28
1716889392916403500,22.84,990.16,50.25,-79.64
1716889393023092771,22.83,990.16,50.26,-71.93
1716889393108497146,22.84,990.19,50.25,-76.94
1716889393215021625,22.83,990.16,50.24,-80.15
1716889393321718187,22.84,990.19,50.26,-79.72
1716889393417743396,22.84,990.14,50.25,-81.60
1716889393524306312,22.85,990.15,50.25,-66.33
1716889393609586312,22.84,990.17,50.25,-74.18
1716889393716229177,22.84,990.16,50.27,-78.85
1716889393823182041,22.83,990.16,50.25,-79.39
1716889393918780895,22.84,990.16,50.25,-80.70
1716889394014742510,22.83,990.18,50.26,-81.62
1716889394121475583,22.84,990.16,50.25,-81.64
1716889394217491572,22.83,990.18,50.26,-76.12
1716889394324071104,22.84,990.14,50.26,-69.51
1716889394410253187,22.83,990.13,50.25,-78.96
1716889394516702979,22.83,990.13,50.27,-75.13
1716889394623018135,22.84,990.16,50.26,-80.20
1716889394719193603,22.84,990.17,50.26,-82.10
1716889394814916728,22.84,990.12,50.25,-77.63
1716889394910866728,22.84,990.14,50.25,-80.39
1716889395017611416,22.83,990.10,50.26,-79.85
1716889395124147510,22.84,990.08,50.28,-80.93
1716889395209401312,22.84,990.12,50.26,-80.34
1716889395316228187,22.84,990.12,50.26,-82.85
1716889395412157718,22.84,990.08,50.29,-81.52
1716889395518992353,22.83,990.16,50.29,-81.58
1716889395625491416,22.83,990.07,50.26,-82.05
1716889395710824436,22.84,990.17,50.28,-82.37
1716889395817533759,22.84,990.14,50.29,-81.74
1716889395924187665,22.84,990.14,50.26,-81.09
1716889396020184645,22.84,990.09,50.26,-71.68
1716889396116106624,22.83,990.10,50.26,-76.58
1716889396212127613,22.84,990.11,50.26,-73.67
1716889396318732405,22.84,990.09,50.27,-75.25
1716889396425617301,22.84,990.14,50.26,-80.04
1716889396511082249,22.84,990.12,50.25,-74.00
1716889396617724749,22.84,990.12,50.26,-78.95
1716889396713822665,22.84,990.14,50.26,-79.64
1716889396820309696,22.84,990.14,50.28,-78.50
1716889396916934696,22.84,990.14,50.26,-78.46
1716889397012680425,22.83,990.13,50.26,-82.01
1716889397119268446,22.84,990.11,50.25,-81.33
1716889397225843863,22.84,990.17,50.27,-80.76
1716889397310992613,22.84,990.12,50.26,-79.05
1716889397417917925,22.84,990.14,50.27,-68.55
1716889397514395009,22.84,990.22,50.27,-69.48
1716889397620689175,22.83,990.13,50.26,-77.46
1716889397727003342,22.84,990.11,50.28,-68.27
1716889397812362300,22.85,990.13,50.28,-69.16
1716889397919080113,22.84,990.08,50.28,-80.00
1716889398015045061,22.83,990.24,50.27,-77.07
1716889398121963915,22.83,990.16,50.28,-77.26
1716889398217588446,22.84,990.17,50.27,-81.38
1716889398313863915,22.84,990.17,50.27,-80.97
1716889398420518654,22.83,990.10,50.27,-81.60
1716889398516751154,22.84,990.11,50.27,-80.76
1716889398612492456,22.84,990.09,50.27,-81.29
1716889398719297925,22.84,990.14,50.27,-82.36
1716889398814820581,22.85,990.23,50.29,-81.87
1716889398921462196,22.84,990.14,50.26,-80.12
1716889399017372456,22.84,990.08,50.27,-79.59
1716889399113451935,22.84,990.14,50.26,-81.16
1716889399220147925,22.84,990.08,50.26,-76.98
1716889399316297560,22.84,990.11,50.27,-73.47
1716889399412170060,22.83,990.10,50.28,-78.49
1716889399519280841,22.84,990.14,50.25,-79.46
1716889399614976675,22.83,990.16,50.26,-79.43
1716889399721584695,22.85,990.18,50.26,-79.88
1716889399806662872,22.84,990.12,50.26,-80.68
1716889399913592195,22.84,990.14,50.28,-81.27
1716889400020240737,22.85,990.16,50.26,-73.37
1716889400116274070,22.84,990.14,50.25,-80.42
1716889400223623445,22.84,990.14,50.26,-80.00
1716889400319021726,22.85,990.27,50.26,-78.74
1716889400414822403,22.84,990.14,50.26,-77.42
1716889400521681570,22.84,990.16,50.27,-79.13
1716889400616962664,22.84,990.16,50.27,-76.65
1716889400713446466,22.83,990.13,50.25,-68.47
1716889400820119903,22.84,990.12,50.25,-79.67
1716889400916170320,22.83,990.16,50.27,-78.63
1716889401022847820,22.84,990.14,50.26,-74.99
1716889401108202559,22.84,990.16,50.26,-77.92
1716889401214881830,22.84,990.12,50.26,-68.88
1716889401321472976,22.84,990.17,50.27,-78.28
1716889401417435945,22.84,990.11,50.27,-77.70
1716889401513624018,22.84,990.17,50.27,-73.44
1716889401620124747,22.83,990.10,50.27,-79.98
1716889401716223497,22.84,990.14,50.25,-77.87
1716889401822812507,22.84,990.14,50.26,-78.64
1716889401908497767,22.84,990.17,50.25,-75.35
1716889402014949955,22.84,990.12,50.26,-77.56
1716889402121587142,22.84,990.16,50.25,-80.09
1716889402217473496,22.84,990.17,50.25,-80.02
1716889402324114694,22.84,990.14,50.26,-80.99
1716889402409325944,22.84,990.14,50.25,-80.16
1716889402516904225,22.83,990.16,50.27,-74.34
1716889402622136205,22.84,990.17,50.26,-67.70
1716889402718998757,22.84,990.12,50.26,-79.66
1716889402814861830,22.84,990.16,50.25,-79.92
1716889402910844121,22.84,990.14,50.26,-78.76
1716889403017572663,22.84,990.14,50.26,-69.65
1716889403124136725,22.84,990.14,50.25,-79.21
1716889403209558288,22.84,990.17,50.26,-81.85
1716889403316203236,22.84,990.14,50.25,-78.43
1716889403422882194,22.84,990.14,50.26,-81.01
1716889403518824225,22.83,990.07,50.23,-80.45
1716889403614135319,22.84,990.17,50.27,-69.68
1716889403710813965,22.84,990.17,50.26,-70.08
1716889403817401256,22.84,990.14,50.25,-73.87
1716889403924016204,22.84,990.12,50.24,-77.80
1716889404009482767,22.84,990.16,50.22,-81.08
1716889404116151569,22.84,990.11,50.27,-81.54
1716889404212266256,22.83,990.13,50.24,-79.96
1716889404318811985,22.83,990.18,50.24,-74.21
1716889404425490162,22.85,990.15,50.26,-77.01
1716889404510900683,22.84,990.14,50.25,-80.31
1716889404617524589,22.84,990.16,50.25,-69.17
1716889404724057141,22.84,990.17,50.25,-78.61
1716889404820142870,22.84,990.16,50.24,-74.78
1716889404916262610,22.84,990.17,50.25,-72.29
1716889405012332610,22.84,990.17,50.22,-77.46
1716889405118982974,22.84,990.12,50.23,-77.32
1716889405226041568,22.84,990.17,50.22,-69.66
1716889405311208235,22.83,990.16,50.23,-73.69
1716889405417972401,22.84,990.04,50.23,-76.89
1716889405513659745,22.84,990.11,50.23,-77.45
1716889405620187506,22.84,990.14,50.24,-72.93
1716889405716141985,22.84,990.16,50.22,-70.11
1716889405812191099,22.84,990.14,50.24,-79.92
1716889405918777558,22.84,990.17,50.24,-77.89
1716889406014802089,22.84,990.17,50.23,-76.00
1716889406111257193,22.84,990.12,50.22,-76.72
1716889406217577714,22.85,990.10,50.25,-80.19
1716889406313878703,22.84,990.19,50.23,-80.95
1716889406420536568,22.83,990.18,50.22,-72.38
1716889406527284849,22.83,990.13,50.23,-66.00
1716889406612756359,22.84,990.11,50.23,-64.04
1716889406719198963,22.84,990.17,50.22,-79.48
1716889406815209380,22.84,990.17,50.22,-82.05
1716889406921853547,22.83,990.13,50.21,-80.44
1716889407017852505,22.84,990.11,50.21,-80.64
1716889407113862088,22.84,990.14,50.20,-76.08
1716889407220554953,22.85,990.10,50.22,-72.42
1716889407316584067,22.84,990.08,50.22,-72.22
1716889407412496828,22.83,990.07,50.23,-77.70
1716889407519390421,22.84,990.14,50.23,-79.26
1716889407615047401,22.84,990.14,50.22,-81.42
1716889407721930213,22.84,990.14,50.24,-79.32
1716889407817651098,22.84,990.19,50.22,-80.58
1716889407913917973,22.84,990.06,50.21,-80.70
1716889408020327869,22.84,990.14,50.22,-77.78
1716889408116150525,22.83,990.13,50.23,-80.59
1716889408212202817,22.83,990.13,50.22,-80.73
1716889408319644640,22.84,990.11,50.21,-79.99
1716889408415141202,22.84,990.09,50.23,-71.68
1716889408523044536,22.84,990.16,50.22,-78.74
1716889408606621671,22.84,990.16,50.22,-80.68
1716889408713999900,22.84,990.14,50.21,-80.68
1716889408820505004,22.84,990.14,50.20,-79.46
1716889408916706046,22.83,990.07,50.22,-81.95
1716889409023167088,22.84,990.12,50.21,-82.57
1716889409119172192,22.83,990.18,50.23,-82.30
1716889409215217452,22.84,990.06,50.21,-77.16
1716889409321943181,22.84,990.17,50.22,-79.98
1716889409417957712,22.84,990.19,50.22,-81.41
1716889409514023494,22.84,990.16,50.22,-79.55
1716889409620083389,22.85,990.21,50.22,-75.85
1716889409716632452,22.84,990.14,50.20,-82.25
1716889409823196514,22.84,990.14,50.22,-74.65
1716889409908472504,22.84,990.09,50.20,-71.43
1716889410015286098,22.84,990.19,50.23,-66.62
1716889410121676931,22.84,990.20,50.21,-72.20
1716889410217580941,22.84,990.14,50.20,-77.53
1716889410313682868,22.85,990.16,50.22,-64.81
1716889410409729275,22.83,990.10,50.20,-75.06
1716889410517112243,22.84,990.06,50.20,-79.97
1716889410623096774,22.84,990.14,50.20,-76.06
1716889410718985212,22.83,990.07,50.19,-80.80
1716889410815003649,22.83,990.10,50.21,-81.90
1716889410922307868,22.84,990.16,50.20,-79.42
1716889411017687243,22.84,990.09,50.21,-76.29
1716889411124232816,22.84,990.08,50.22,-80.62
1716889411209771253,22.84,990.14,50.19,-68.76
1716889411316444587,22.84,990.14,50.21,-76.45
1716889411423002035,22.85,990.13,50.21,-78.97
1716889411519549326,22.84,990.09,50.19,-80.63
1716889411615096774,22.84,990.17,50.20,-81.29
1716889411711013389,22.83,990.10,50.20,-80.53
1716889411817878337,22.84,990.20,50.20,-82.00
1716889411924382451,22.83,990.16,50.20,-82.16
1716889412009588024,22.85,990.16,50.20,-80.73
1716889412116407243,22.84,990.17,50.21,-81.94
1716889412223059222,22.84,990.16,50.19,-82.41
1716889412319029534,22.84,990.16,50.20,-80.66
1716889412425730107,22.83,990.16,50.19,-80.62
1716889412511283388,22.83,990.10,50.19,-67.27
1716889412617690107,22.84,990.14,50.19,-72.15
1716889412724438961,22.84,990.12,50.22,-78.53
1716889412820261878,22.83,990.13,50.22,-78.25
1716889412916595992,22.84,990.14,50.22,-76.10
1716889413012719951,22.84,990.12,50.21,-76.36
1716889413118994065,22.84,990.16,50.22,-79.32
1716889413225686930,22.84,990.22,50.20,-80.14
1716889413311178128,22.84,990.17,50.23,-81.69
1716889413417730680,22.84,990.23,50.23,-82.20
1716889413513932190,22.83,990.16,50.22,-83.49
1716889413620274742,22.84,990.14,50.20,-83.53
1716889413716413440,22.84,990.14,50.23,-82.70
1716889413812444065,22.84,990.14,50.22,-83.35
1716889413919091461,22.83,990.18,50.21,-69.33
1716889414025728075,22.84,990.08,50.23,-77.44
1716889414111001669,22.84,990.20,50.23,-79.46
1716889414217991877,22.84,990.20,50.22,-81.55
1716889414313730783,22.84,990.16,50.22,-81.86
1716889414420365106,22.84,990.19,50.22,-80.88
1716889414527081252,22.84,990.11,50.22,-81.83
1716889414612391460,22.84,990.19,50.23,-81.52
1716889414719030575,22.84,990.19,50.23,-81.87
1716889414815014481,22.84,990.14,50.23,-81.06
1716889414921911304,22.84,990.14,50.20,-81.87
1716889415017667658,22.84,990.14,50.23,-76.81
1716889415113689689,22.84,990.16,50.23,-79.13
1716889415220306356,22.84,990.14,50.23,-79.07
1716889415327123596,22.84,990.06,50.22,-80.03
1716889415412394689,22.83,990.13,50.24,-81.23
1716889415519694741,22.84,990.14,50.25,-81.61
1716889415614988231,22.84,990.12,50.23,-81.61
1716889415721616981,22.85,990.15,50.23,-80.06
1716889415817655575,22.84,990.09,50.23,-78.13
1716889415913696304,22.84,990.16,50.22,-79.25
1716889416020328804,22.84,990.17,50.20,-80.72
1716889416116692189,22.84,990.08,50.22,-80.39
1716889416212422606,22.84,990.14,50.20,-81.73
1716889416319043126,22.83,990.18,50.20,-80.10
1716889416415043543,22.84,990.14,50.22,-82.06
1716889416521771928,22.85,990.15,50.22,-81.99
1716889416628417397,22.84,990.17,50.22,-81.99
1716889416713651460,22.84,990.16,50.23,-81.82
1716889416820363699,22.84,990.14,50.22,-82.22
1716889416916393282,22.84,990.08,50.22,-82.19
1716889417023181876,22.84,990.17,50.22,-82.02
1716889417119022449,22.83,990.18,50.25,-67.46
1716889417214950887,22.83,990.13,50.22,-78.89
1716889417321705366,22.84,990.19,50.22,-81.25
1716889417417690730,22.84,990.14,50.22,-79.38
1716889417513793386,22.83,990.16,50.23,-70.70
1716889417620373699,22.84,990.11,50.24,-73.23
1716889417716393074,22.84,990.22,50.24,-81.95
1716889417823066980,22.84,990.16,50.23,-81.03
1716889417908397084,22.84,990.11,50.23,-80.21
1716889418014990834,22.83,990.10,50.23,-82.39
1716889418121716511,22.84,990.14,50.23,-81.04
1716889418217724428,22.83,990.18,50.22,-82.68
1716889418313846772,22.84,990.11,50.23,-83.69
1716889418420342501,22.84,990.09,50.23,-82.51
1716889418517141824,22.84,990.19,50.24,-82.60
1716889418623005626,22.83,990.10,50.24,-81.16
1716889418708371042,22.83,990.15,50.23,-82.16
1716889418815758178,22.84,990.14,50.23,-82.87
1716889418921917188,22.84,990.14,50.22,-82.24
1716889419017854063,22.84,990.11,50.22,-82.35
1716889419124441719,22.84,990.20,50.22,-82.04
1716889419209703855,22.84,990.12,50.24,-81.55
1716889419316436979,22.84,990.12,50.21,-83.01
1716889419423103021,22.83,990.13,50.21,-83.04
1716889419519176354,22.82,990.17,50.22,-82.80
1716889419614991823,22.84,990.08,50.23,-78.10
1716889419721781094,22.84,990.14,50.22,-75.38
1716889419817834323,22.83,990.13,50.20,-79.55
1716889419924544636,22.84,990.12,50.22,-77.94
1716889420009642969,22.84,990.14,50.22,-78.75
1716889420116364844,22.84,990.14,50.22,-81.03
1716889420223030833,22.84,990.14,50.22,-78.43
1716889420319004687,22.85,990.15,50.21,-81.84
1716889420414963333,22.85,990.18,50.19,-75.98
1716889420511092812,22.84,990.12,50.21,-81.51
1716889420617695573,22.84,990.17,50.20,-82.59
1716889420724304687,22.84,990.14,50.19,-82.86
1716889420809721146,22.84,990.16,50.20,-81.05
1716889420916638489,22.84,990.16,50.19,-76.86
1716889421012411771,22.85,990.18,50.18,-64.28
1716889421119002239,22.84,990.14,50.19,-78.52
1716889421225689791,22.84,990.17,50.17,-81.04
1716889421311030833,22.83,990.18,50.19,-79.97
1716889421417730937,22.84,990.14,50.19,-79.77
1716889421524470208,22.84,990.14,50.19,-82.22
1716889421620302135,22.83,990.13,50.18,-81.62
1716889421716384374,22.84,990.16,50.18,-82.47
1716889421812406249,22.84,990.12,50.19,-81.96
1716889421919028385,22.84,990.14,50.18,-81.00
1716889422025711926,22.84,990.19,50.17,-82.11
1716889422111001614,22.84,990.16,50.16,-83.36
1716889422217873385,22.84,990.14,50.18,-65.18
1716889422313683333,22.84,990.14,50.16,-82.88
1716889422420282239,22.83,990.18,50.18,-80.98
1716889422516721041,22.84,990.14,50.16,-82.52
1716889422612396405,22.84,990.14,50.17,-82.36
1716889422718971770,22.84,990.17,50.17,-81.35
1716889422825836874,22.85,990.23,50.16,-56.42
1716889422911150989,22.84,990.17,50.16,-82.25
1716889423017961145,22.84,990.14,50.16,-81.44
1716889423113853488,22.83,990.16,50.16,-82.94
1716889423220469947,22.83,990.13,50.16,-80.18
1716889423327239061,22.84,990.08,50.16,-82.35
1716889423412773645,22.85,990.18,50.15,-82.69
1716889423521771353,22.84,990.14,50.16,-82.26
1716889423615896509,22.84,990.16,50.15,-82.45
1716889423722378488,22.84,990.09,50.16,-81.86
1716889423818536249,22.83,990.13,50.16,-82.21
1716889423914974530,22.84,990.14,50.15,-80.15
1716889424021655363,22.84,990.11,50.16,-77.33
1716889424117927394,22.83,990.10,50.17,-80.43
1716889424213991092,22.84,990.17,50.16,-82.15
1716889424320766978,22.84,990.14,50.15,-81.98
1716889424416954165,22.83,990.18,50.15,-81.99
1716889424524311300,22.84,990.16,50.15,-80.99
1716889424620250988,22.84,990.12,50.15,-82.48
1716889424716410884,22.85,990.18,50.17,-81.58
1716889424823330571,22.83,990.16,50.16,-82.48
1716889424919804477,22.84,990.14,50.16,-82.59
1716889425015913331,22.84,990.17,50.14,-81.87
1716889425123090779,22.84,990.11,50.16,-82.53
1716889425218936561,22.84,990.11,50.16,-81.39
1716889425325846144,22.84,990.11,50.16,-81.90
1716889425411296613,22.84,990.17,50.13,-82.28
1716889425518534581,22.84,990.14,50.13,-82.88
1716889425624930467,22.85,990.16,50.15,-82.22
1716889425720995935,22.84,990.14,50.14,-81.63
1716889425828209894,22.84,990.16,50.15,-82.10
1716889425924076873,22.85,990.18,50.13,-82.51
1716889426020368800,22.84,990.14,50.15,-83.03
1716889426127179789,22.85,990.16,50.13,-82.31
1716889426223150519,22.84,990.14,50.13,-81.77
1716889426319296508,22.84,990.12,50.15,-82.64
1716889426426209789,22.84,990.12,50.12,-82.81
1716889426522473591,22.84,990.14,50.13,-82.31
1716889426629318487,22.84,990.14,50.15,-74.18
1716889426714651872,22.84,990.17,50.15,-81.03
1716889426821448227,22.84,990.20,50.13,-80.55
1716889426928309945,22.85,990.13,50.12,-81.75
1716889427024362654,22.84,990.14,50.12,-81.98
1716889427120514320,22.84,990.16,50.13,-81.47
1716889427227341976,22.84,990.14,50.13,-82.35
1716889427323584112,22.84,990.08,50.13,-80.90
1716889427430229528,22.84,990.14,50.12,-81.36
1716889427516469737,22.84,990.14,50.10,-81.32
1716889427622411091,22.85,990.18,50.12,-81.47
1716889427729195518,22.84,990.17,50.12,-80.51
1716889427825404893,22.84,990.09,50.12,-81.34
1716889427932184945,22.84,990.11,50.13,-82.10
1716889428017742237,22.83,990.16,50.13,-80.68
1716889428124499945,22.84,990.19,50.13,-82.15
1716889428231148851,22.84,990.11,50.13,-82.44
1716889428327183486,22.83,990.18,50.13,-82.30
1716889428423350778,22.84,990.11,50.12,-82.25
1716889428519618018,22.83,990.18,50.12,-82.94
1716889428626159684,22.84,990.14,50.10,-82.14
1716889428732913851,22.84,990.14,50.13,-81.81
1716889428818136715,22.84,990.11,50.11,-71.21
1716889428925050309,22.83,990.13,50.12,-77.58
1716889429031906820,22.84,990.19,50.12,-81.27
1716889429127949892,22.83,990.16,50.13,-82.55
1716889429223885882,22.85,990.15,50.13,-81.45
1716889429319922288,22.84,990.25,50.13,-68.07
1716889429426620153,22.85,990.19,50.15,-77.46
1716889429533537132,22.84,990.16,50.13,-80.11
1716889429618770465,22.84,990.14,50.15,-77.11
1716889429725587236,22.84,990.12,50.15,-79.05
1716889429821477236,22.85,990.15,50.15,-81.10
1716889429928202340,22.84,990.19,50.15,-75.56
1716889430035014371,22.84,990.19,50.14,-75.94
1716889430120442080,22.84,990.14,50.15,-74.09
1716889430227150152,22.84,990.11,50.16,-81.04
1716889430333817184,22.84,990.14,50.16,-81.47
1716889430429879892,22.84,990.14,50.15,-79.57
1716889430525840048,22.84,990.14,50.17,-75.69
1716889430622020361,22.84,990.16,50.16,-73.38
1716889430728635204,22.84,990.17,50.17,-75.78
1716889430835068694,22.84,990.14,50.17,-80.48
1716889430920382183,22.84,990.14,50.17,-80.21
1716889431027078642,22.84,990.23,50.16,-80.74
1716889431123064215,22.84,990.14,50.18,-47.82
1716889431229758381,22.84,990.14,50.19,-79.63
1716889431325962808,22.84,990.25,50.18,-80.16
1716889431421832652,22.84,990.14,50.19,-82.08
1716889431528739735,22.85,990.10,50.19,-81.80
1716889431624728850,22.85,990.15,50.19,-82.59
1716889431720867444,22.84,990.11,50.18,-82.55
1716889431827712443,22.84,990.08,50.20,-80.82
1716889431923789943,22.84,990.14,50.18,-81.86
1716889432030542287,22.84,990.16,50.20,-82.31
1716889432137186975,22.84,990.16,50.19,-82.74
1716889432222589266,22.84,990.11,50.19,-81.67
1716889432329594735,22.84,990.17,50.21,-81.31
1716889432425743589,22.85,990.13,50.19,-82.33
1716889432532707599,22.85,990.13,50.20,-81.94
1716889432628768068,22.85,990.15,50.20,-81.83
1716889432724815360,22.84,990.17,50.20,-82.21
1716889432832069214,22.83,990.18,50.20,-82.35
1716889432928100256,22.84,990.06,50.20,-83.67
1716889433024143485,22.84,990.12,50.20,-76.63
1716889433131108745,22.84,990.14,50.20,-60.69
1716889433227298380,22.84,990.20,50.22,-72.20
1716889433334134787,22.83,990.18,50.22,-64.52
1716889433430461922,22.85,990.15,50.22,-78.29
1716889433526620984,22.85,990.13,50.23,-77.62
1716889433633596974,22.84,990.14,50.22,-80.02
1716889433729875828,22.84,990.09,50.21,-80.09
1716889433825934734,22.84,990.12,50.23,-80.75
1716889433932751818,22.85,990.15,50.22,-73.67
1716889434028885255,22.84,990.14,50.23,-78.33
1716889434135958380,22.85,990.10,50.24,-73.49
1716889434221548068,22.85,990.18,50.24,-74.94
1716889434328352755,22.84,990.12,50.23,-80.92
1716889434435037442,22.84,990.17,50.25,-71.45
1716889434531533067,22.85,990.21,50.25,-79.29
1716889434638171349,22.84,990.11,50.25,-81.04
1716889434734026401,22.84,990.14,50.26,-80.71
1716889434829962130,22.83,990.16,50.26,-78.45
1716889434936931713,22.84,990.19,50.25,-74.90
1716889435033226609,22.84,990.09,50.27,-80.46
1716889435129191401,22.84,990.19,50.25,-79.29
1716889435235955932,22.84,990.14,50.25,-79.69
1716889435332117963,22.84,990.17,50.27,-81.06
1716889435438749838,22.84,990.14,50.26,-77.62
1716889435524252963,22.84,990.12,50.28,-78.62
1716889435631045515,22.85,990.15,50.26,-80.92
1716889435737902546,22.85,990.18,50.28,-78.83
1716889435834178952,22.84,990.09,50.28,-78.49
1716889435929991817,22.84,990.14,50.26,-79.07
1716889436026146556,22.85,990.19,50.25,-77.23
1716889436133304733,22.85,990.13,50.26,-79.54
1716889436239710671,22.84,990.14,50.28,-80.29
1716889436335803015,22.85,990.13,50.26,-81.39
1716889436431911244,22.84,990.14,50.28,-80.24
1716889436538905671,22.85,990.15,50.27,-81.59
1716889436634569994,22.84,990.17,50.26,-81.62
1716889436741262806,22.85,990.18,50.26,-76.86
1716889436826576244,22.84,990.14,50.26,-79.48
1716889436933421921,22.84,990.16,50.26,-76.90
1716889437040170306,22.84,990.09,50.26,-80.38
1716889437136209733,22.83,990.13,50.26,-79.64
1716889437232190566,22.85,990.15,50.26,-66.25
1716889437328275358,22.84,990.14,50.26,-73.29
1716889437434993743,22.85,990.15,50.26,-77.65
1716889437541604629,22.85,990.15,50.27,-76.63
1716889437627104316,22.85,990.13,50.26,-77.16
1716889437733788170,22.84,990.12,50.26,-73.07
1716889437840600306,22.84,990.14,50.26,-81.91
1716889437936625306,22.84,990.14,50.26,-81.30
1716889438043380879,22.85,990.15,50.26,-66.83
1716889438128929837,22.84,990.17,50.25,-64.83
1716889438235728483,22.84,990.17,50.26,-77.89
1716889438342240462,22.85,990.18,50.27,-80.44
1716889438438438378,22.84,990.16,50.25,-82.11
1716889438534691660,22.85,990.21,50.27,-78.03
1716889438630692753,22.84,990.14,50.26,-75.45
1716889438737372076,22.83,990.18,50.24,-75.98
1716889438844260878,22.84,990.19,50.25,-79.34
1716889438929660410,22.84,990.04,50.25,-81.33
1716889439036457649,22.84,990.16,50.25,-78.09
1716889439132527597,22.84,990.14,50.25,-81.01
1716889439239321139,22.84,990.14,50.24,-79.47
1716889439335355097,22.84,990.17,50.25,-81.71
1716889439431403951,22.84,990.09,50.23,-52.99
1716889439538617753,22.84,990.12,50.24,-80.65
1716889439645083899,22.84,990.14,50.25,-73.46
1716889439730491920,22.84,990.20,50.25,-82.08
1716889439837369524,22.85,990.15,50.23,-82.48
1716889439933579784,22.84,990.14,50.25,-82.07
1716889440040466399,22.85,990.15,50.24,-83.39
1716889440147211399,22.84,990.17,50.25,-82.21
1716889440232745097,22.84,990.09,50.25,-81.86
1716889440339749732,22.84,990.14,50.24,-46.05
1716889440436035513,22.84,990.14,50.25,-75.25
1716889440543374784,22.84,990.09,50.25,-76.12
1716889440639106346,22.84,990.16,50.25,-67.63
1716889440735372232,22.85,990.21,50.24,-79.94
1716889440842663325,22.84,990.14,50.24,-78.39
1716889440949537023,22.84,990.14,50.25,-78.88
1716889441036076815,22.84,990.09,50.24,-76.82
1716889441142289940,22.84,990.14,50.25,-77.33
1716889441238589419,22.84,990.08,50.27,-76.71
1716889441347581919,22.84,990.14,50.25,-80.53
1716889441443939471,22.86,990.14,50.25,-79.57
1716889441538252284,22.85,990.15,50.25,-78.78
1716889441645443950,22.84,990.16,50.26,-76.29
1716889441742371190,22.83,990.10,50.26,-78.36
1716889441838110096,22.84,990.14,50.25,-76.48
1716889441945243481,22.84,990.14,50.26,-73.21
1716889442041085721,22.84,990.14,50.26,-79.18
1716889442148097179,22.84,990.11,50.28,-81.66
1716889442255218429,22.84,990.14,50.28,-82.37
1716889442340682127,22.84,990.14,50.27,-80.24
1716889442448184679,22.84,990.12,50.26,-81.17
1716889442544543794,22.84,990.23,50.27,-79.05
1716889442650918950,22.84,990.09,50.28,-78.61
1716889442747088533,22.85,990.15,50.28,-81.37
1716889442843418950,22.84,990.14,50.28,-80.92
1716889442950409054,22.84,990.12,50.26,-82.07
1716889443046541502,22.84,990.17,50.28,-81.09
1716889443142942960,22.84,990.14,50.27,-78.91
1716889443249903168,22.85,990.10,50.28,-80.89
1716889443346046293,22.85,990.18,50.27,-79.91
1716889443453089835,22.84,990.09,50.29,-80.32
1716889443538412856,22.85,990.18,50.27,-72.32
1716889443645453689,22.84,990.14,50.28,-69.17
1716889443752482283,22.84,990.14,50.26,-81.81
1716889443848528012,22.85,990.15,50.29,-82.46
1716889443944674783,22.84,990.06,50.29,-83.37
1716889444051922178,22.84,990.14,50.28,-82.94
1716889444147906345,22.84,990.09,50.27,-80.68
1716889444254710980,22.84,990.14,50.29,-79.72
1716889444340100564,22.84,990.09,50.26,-78.66
1716889444446853012,22.85,990.13,50.26,-81.50
1716889444553799730,22.85,990.18,50.29,-82.35
1716889444649859418,22.84,990.14,50.27,-79.91
1716889444756844939,22.84,990.17,50.27,-79.43
1716889444842147855,22.85,990.15,50.25,-82.05
1716889444949098168,22.84,990.17,50.27,-76.49
1716889445056009105,22.84,990.09,50.27,-80.06
1716889445152140563,22.85,990.15,50.29,-80.46
1716889445248150303,22.85,990.21,50.27,-81.61
1716889445354866292,22.84,990.17,50.28,-76.15
1716889445450946761,22.85,990.18,50.27,-69.13
1716889445558194209,22.84,990.17,50.29,-72.57
1716889445643498792,22.85,990.15,50.29,-78.56
1716889445750180876,22.84,990.19,50.28,-76.89
1716889445857039782,22.84,990.14,50.29,-80.67
1716889445952850823,22.84,990.14,50.29,-81.77
1716889446049534417,22.84,990.14,50.27,-82.28
1716889446145593740,22.85,990.19,50.27,-82.71
1716889446252232178,22.84,990.14,50.26,-82.99
1716889446358712334,22.84,990.12,50.25,-82.29
1716889446444407698,22.84,990.17,50.25,-82.47
